source_row,employee_name,client_name,client_id,province_raw,province_normalized
103,คุณวิรุฬห์,เจ.เค.ซัพพลาย แอนด์ แมชชีนเนอรี่ จำกัด,จ0412,สมุทรสาคร,สมุทรสาคร
104,คุณอรญา,เจริญกิจรุ่งเรืองฮาร์ดแวร์ จำกัด,จ0522,กทม.,กรุงเทพมหานคร
105,คุณอรญา,เฉลิมชัยฮาร์ดแวร์ จำกัด,ฉ002,นนทบุรี,นนทบุรี
106,คุณอรญา,ดี ไอ โอ กรีนคลีนนิ่ง,ด0081,นนทบุรี,นนทบุรี
107,คุณอรญา,ทรัพย์มั่งคั่ง6666,ด0091,กทม.,กรุงเทพมหานคร
108,คุณอรญา,ทิพาพร(กุ้ง),ท074,นนทบุรี,นนทบุรี
109,คุณอรญา,ทีเอชเค มาร์เก็ตติ้ง(นนทบุรี) /ท015,ท015,นนทบุรี,นนทบุรี
110,คุณอรญา,เทคอิท จำกัด(บิวเดอร์),ท062,กทม.,กรุงเทพมหานคร
111,คุณอรญา,บ้านเกษตร (นนทบุรี),บ023,นนทบุรี,นนทบุรี
112,คุณอรญา,บ้านป่าป๊า หม่ามี๊,บ054,นนทบุรี,นนทบุรี
113,คุณอรญา,บิวเดอร์ จำกัด,บ004,กทม.,กรุงเทพมหานคร
114,คุณอรญา,บีพีวาย คอนสตรัคชั่น แมททีเรียล จำกัด /บ061,บ061,ปทุมธานี,ปทุมธานี
115,คุณอรญา,บียอนด์เซฟ,บ014,กทม.,กรุงเทพมหานคร
116,คุณฐาปนี,ออลไรส์ คอมเมิร์ซ จำกัด,ป0603,กทม.,กรุงเทพมหานคร
117,คุณวิรุฬห์,พงษ์เชียงทอง พลาสติกเน็ทติ้ง จำกัด,พ0122,สมุทรสาคร,สมุทรสาคร
118,คุณอรญา,มันตรา,ม058,กทม.,กรุงเทพมหานคร
119,คุณอรญา,ยูเนี่ยน พรีซิชั่น เอ็นจิเนียริ่ง จำกัด,ย002,สมุทรปราการ,สมุทรปราการ
120,คุณอรญา,รวยเจริญดี เทรดดิ้ง-กรุงเทพฯ /ร066,ร066,กทม.,กรุงเทพมหานคร
121,คุณอรญา,รุ่งเรืองเสาเข็ม(นาย พิศาล เล้าอรุณ) /ร034,ร034,นนทบุรี,นนทบุรี
122,คุณอรญา,ลิ้มเจริญ,ล019,กทม.,กรุงเทพมหานคร
123,คุณอรญา,ลิ้มเจริญ เทรดดิ้ง,ล004,นนทบุรี,นนทบุรี
124,คุณอรญา,วงแหวน ก.ม.10 ค้าไม้ จำกัด,ว031,นนทบุรี,นนทบุรี
125,คุณอรญา,วี อาร์ วอเตอร์ ซีสเต็มส์ จำกัด,ว017,สมุทรปราการ,สมุทรปราการ
126,คุณอรญา,เวิลด์ เบสท์ เอนจิเนียริ่ง จำกัด,ว028,กทม.,กรุงเทพมหานคร
127,คุณอรญา,ศศกรการเกษตร,ศ042,กทม.,กรุงเทพมหานคร
128,คุณอรญา,ศศิภัทร ตาข่าย จำกัด,ศ041,กทม.,กรุงเทพมหานคร
129,คุณฐาปนี,สนธยา น่วมใย,ส154,พระนครศรีอยุธยา,พระนครศรีอยุธยา
130,คุณอรญา,หฤทัย กระถาง,ห005,นนทบุรี,นนทบุรี
131,คุณอรญา,อ.เกษมสันต์ จำกัด,อ0451,กทม.,กรุงเทพมหานคร
132,คุณอรญา,อ.เกษมสันต์ จำกัด(กทม) /อ0451,อ0451,กทม.,กรุงเทพมหานคร
133,คุณอรญา,อาร์.พี.วาย.เซ็นเตอร์ จำกัด,อ133,กทม.,กรุงเทพมหานคร
134,คุณฐาปนี,อีสท์ เวสท์ ซีด จำกัด,อ195,นนทบุรี,นนทบุรี
135,คุณอรญา,เอ็นซี เซอร์วิสแอนด์เซลส์ จำกัด,อ198,ปทุมธานี,ปทุมธานี
136,คุณอรญา,เอวี อะกรีเทค จำกัด(ปทุมธานี) /อ0521,อ0523,ปทุมธานี,ปทุมธานี
137,คุณอรญา,เอสเอ็ม ซัพพลาย-สมุทรสาคร /อ194,อ194,สมุทรสาคร,สมุทรสาคร
138,คุณอรญา,ไฮโฮมเวิลด์ จำกัด,ฮ015,กทม.,กรุงเทพมหานคร
139,คุณพิชัย,ก.เกษตรกิจ,ก024,เชียงใหม่,เชียงใหม่
140,คุณพิชัย,ก.พานิช,ก003,เชียงราย,เชียงราย
141,คุณพิชัย,กรีนนี่,ก093,เชียงใหม่,เชียงใหม่
142,คุณพิชัย,กิจอาคม,ก0223,ลำพูน,ลำพูน
143,คุณพิชัย,กิจอาคม(ลำพูน) /ก0223,ก0223,ลำพูน,ลำพูน
144,คุณพิชัย,เกษตรยนต์(น่าน) /ก084,ก0842,น่าน,น่าน
145,คุณพิชัย,แกลสซี่แลนด์ จำกัด,ก112,เชียงใหม่,เชียงใหม่
146,คุณพิชัย,โกศัยการเกษตร,ก006,แพร่,แพร่
147,คุณพิชัย,คอนเซอร์เทค จำกัด,ค047,เชียงใหม่,เชียงใหม่
148,คุณพิชัย,จงเจริญวัสดุภัณฑ์,จ003,น่าน,น่าน
149,คุณพิชัย,จารุณีการเกษตร,จ021,เลย,เลย
150,คุณพิชัย,จิวไถ่อัง,จ025,ลำปาง,ลำปาง
151,คุณพิชัย,เจ็กไข่ -เลย /จ053,จ053,เลย,เลย
152,คุณพิชัย,เจริญพานิช กรุ๊ป จำกัด,จ0382,สุโขทัย,สุโขทัย
153,คุณพิชัย,เจริญสุข(เชียงใหม่) /จ066,จ066,เชียงใหม่,เชียงใหม่
154,คุณพิชัย,เจริญสุขพาณิชย์ เชียงใหม่ (2011) จำกัด,จ0541,เชียงใหม่,เชียงใหม่
155,คุณพิชัย,ชัยชนะการเกษตร(กำแพงเพชร) /ช009,ช009,กำแพงเพชร,กำแพงเพชร
156,คุณพิชัย,ชัยเฮงจั่น,ช004,น่าน,น่าน
157,คุณพิชัย,โชควัฒนาการเกษตร,ช016,เชียงใหม่,เชียงใหม่
158,คุณพิชัย,ซินฮั้ว,ซ002,น่าน,น่าน
159,คุณพิชัย,ดวงทวียนต์,ด005,เชียงใหม่,เชียงใหม่
160,คุณพิชัย,แดนทองพาณิชย์,ด006,พะเยา,พะเยา
161,คุณพิชัย,ต้นไม้,ต010,พิษณุโลก,พิษณุโลก
162,คุณพิชัย,ติยะจักรกล,ต017,เชียงราย,เชียงราย
163,คุณพิชัย,ท่าข้าวทองดีพืชผล,ท085,ลำปาง,ลำปาง
164,คุณพิชัย,ทิพย์เสถียรคลีนิคการเกษตร,ท090,เชียงใหม่,เชียงใหม่
165,คุณพิชัย,ไทยกันเอง,ท111,กำแพงเพชร,กำแพงเพชร
166,คุณพิชัย,ธนพร,ธ017,เชียงราย,เชียงราย
167,คุณพิชัย,ธนาผล(กำแพงเพชร),ธ013,กำแพงเพชร,กำแพงเพชร
168,คุณพิชัย,ธาราตะวัน,ธ031,เชียงราย,เชียงราย
169,คุณพิชัย,น้ำโท้งกิจเกษตร,น015,ลำปาง,ลำปาง
170,คุณพิชัย,บ้วนเส็งเฮง,บ013,พะเยา,พะเยา
171,คุณพิชัย,บ้านสวนครูเก่ง,บ0632,น่าน,น่าน
172,คุณพิชัย,บ้านสวนคำแสน,บ033,ลำปาง,ลำปาง
173,คุณพิชัย,ป.เกษตรภัณฑ์ (พิษณุโลก) /ป030,ป030,พิษณุโลก,พิษณุโลก
174,คุณพิชัย,ป.ชัยยนต์(เชียงใหม่) /ป015,ป015,เชียงใหม่,เชียงใหม่
175,คุณพิชัย,ปังแป๊ะเฮง,ป061,น่าน,น่าน
176,คุณพิชัย,พ.การค้า,พ047,ลำพูน,ลำพูน
177,คุณพิชัย,พงษ์เต็ง,พ048,สุโขทัย,สุโขทัย
178,คุณพิชัย,พงษ์พลาสติกเกษตร,พ005,เชียงใหม่,เชียงใหม่
179,คุณพิชัย,พรรณทิพย์,พ096,น่าน,น่าน
180,คุณพิชัย,พะเยาเคมีภัณฑ์,พ009,พะเยา,พะเยา
181,คุณพิชัย,พิชัยการเกษตร,พ033,พิษณุโลก,พิษณุโลก
182,คุณพิชัย,พิษณุโลกระบบน้ำเกษตร(2019)จำกัด,พ110,พิษณุโลก,พิษณุโลก
183,คุณพิชัย,พิสิษฐ์ภัณฑ์เชียงราย จำกัด,พ022,เชียงราย,เชียงราย
184,คุณพิชัย,ภูคาคชรัตน์(น่าน) /ภ013,ภ013,น่าน,น่าน
185,คุณพิชัย,มิตรเกษตร(ฝาง),ม014,เชียงใหม่,เชียงใหม่
186,คุณพิชัย,มิตรเกษตร-เจ๊ต่อ(แม่ข่า)-(เชียงใหม่) /ม026,ม026,เชียงใหม่,เชียงใหม่
187,คุณพิชัย,มิตรภาพการค้า,ม042,น่าน,น่าน
188,คุณพิชัย,แม่โจ้ออร์แกนิค,ม0202,เชียงใหม่,เชียงใหม่
189,คุณพิชัย,ยิ่งการเกษตร,ย018,เลย,เลย
190,คุณพิชัย,ยินดี,ย022,เลย,เลย
191,คุณพิชัย,รวมสินชื่นชอบการเกษตร,ร004,เชียงราย,เชียงราย
192,คุณพิชัย,ราชาอาหารสัตว์และเกษตร(เลย) /ร001,ร001,เลย,เลย
193,คุณพิชัย,เรดาร์ โฮมชอป จำกัด(เชียงใหม่) /ร0212,ร0212,เชียงใหม่,เชียงใหม่
194,คุณพิชัย,เรืองพร,ร0262,เลย,เลย
195,คุณพิชัย,เรืองพรวัสดุ,ร0492,เลย,เลย
196,คุณพิชัย,ลิ้มซำฮวด,ล008,สุโขทัย,สุโขทัย
197,คุณพิชัย,ลิ้มศักดากุลเคมีเกษตร จำกัด,ล011,เชียงใหม่,เชียงใหม่
198,คุณพิชัย,วรพลจอมทอง,ว003,เชียงใหม่,เชียงใหม่
199,คุณพิชัย,วัฒนาการเกษตร,ว032,เชียงใหม่,เชียงใหม่
200,คุณพิชัย,วาวีการเกษตร,ว011,เชียงราย,เชียงราย
201,คุณพิชัย,เวียงสาวัสดุภัณฑ์,ว023,น่าน,น่าน
202,คุณพิชัย,ศรีสวรรค์ 2,ศ011,สุโขทัย,สุโขทัย
203,คุณพิชัย,ศักดิ์การเกษตร(พะเยา) /ศ007,ศ007,พะเยา,พะเยา
204,คุณพิชัย,ศักดิ์เกษตร(พิษณุโลก) /ศ016,ศ016,พิษณุโลก,พิษณุโลก
205,คุณพิชัย,ส.พืชผลเจริญการเกษตร,ส026,กำแพงเพชร,กำแพงเพชร
206,คุณพิชัย,ส.รุ่งเรือง(น่าน) /ส008,ส008,น่าน,น่าน
207,คุณพิชัย,สิทธิโชคการเกษตร,ส1772,พิษณุโลก,พิษณุโลก
208,คุณพิชัย,สุเกียว (สำนักงานใหญ่),ส096,น่าน,น่าน
209,คุณพิชัย,สุวรรณภัณฑ์,ส046,เลย,เลย
210,คุณพิชัย,เสรีภู่พิสิฐ,ส0693,เชียงใหม่,เชียงใหม่
211,คุณพิชัย,แสงสุรีย์การเกษตร(เชียงราย) /ส057,ส057,เชียงราย,เชียงราย
212,คุณพิชัย,หลู่วาณิชย์เคมีภัณฑ์,ห022,ลำพูน,ลำพูน
213,คุณพิชัย,อดุลย์ค้าวัสดุ,อ017,ลำพูน,ลำพูน
214,คุณพิชัย,อังการเกษตร,อ132,น่าน,น่าน
215,คุณพิชัย,อาทิตย์เคหะภัณฑ์,อ019,พะเยา,พะเยา
216,คุณพิชัย,อึ้ง เป๋ง เฮง การเกษตร,อ1072,เชียงใหม่,เชียงใหม่
217,คุณพิชัย,เอส ที เซ็นเตอร์ กรุ๊ป,อ190,เชียงใหม่,เชียงใหม่
218,คุณพิชัย,เฮงอะหลั่ย,ฮ007,กำแพงเพชร,กำแพงเพชร
219,คุณวิรุฬห์,กระบุรีเกษตรภัณฑ์,ก039,ระนอง,ระนอง
220,คุณวิรุฬห์,กัญชิต จำกัด,ก091,สงขลา,สงขลา
221,คุณวิรุฬห์,ก้าวหน้าซัพพลาย,ก042,สงขลา,สงขลา
222,คุณวิรุฬห์,คุ้นการเกษตร,ค055,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
223,คุณวิรุฬห์,โค้วเกษตร,ค004,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
224,คุณวิรุฬห์,จรัสศรี,จ043,ชุมพร,ชุมพร
225,คุณวิรุฬห์,จิบล้งโลหะภัณฑ์(ปัตตานี) /จ061,จ061,ปัตตานี,ปัตตานี
226,คุณวิรุฬห์,เจเค ภูเก็ต พร็อพเพอร์ตี้ จำกัด-สำนักงานใหญ่ /จ076,จ076,ภูเก็ต,ภูเก็ต
227,คุณวิรุฬห์,เจ็งบุ้งฮวด,จ017,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
228,คุณวิรุฬห์,เจริญการช่าง,จ018,เพชรบุรี,เพชรบุรี
229,คุณวิรุฬห์,เจริญพืชผล,จ006,สุราษฎร์ธานี,สุราษฎร์ธานี
230,คุณวิรุฬห์,ชัยประเสริฐ,ช032,เพชรบุรี,เพชรบุรี
231,คุณวิรุฬห์,ช่างน้ำ,ช041,สงขลา,สงขลา
232,คุณวิรุฬห์,โชคชัยพานิช,ช014,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
233,คุณวิรุฬห์,เซเว่นซี ค้าส่ง จำกัด สาขาที่ 00002(พังงา) /ซ0073,ซ0075,พังงา,พังงา
234,คุณวิรุฬห์,เซี่ยงฮวด,ซ009,พัทลุง,พัทลุง
235,คุณวิรุฬห์,แดงเคมีเกษตร,ด004,เพชรบุรี,เพชรบุรี
236,คุณวิรุฬห์,ไตรแพค อินเตอร์เทรด จำกัด-(สงขลา) /ต0432,ต0432,สงขลา,สงขลา
237,คุณวิรุฬห์,เถกิงอุตสาหกรรม สับปะรดกระป๋อง จำกัด,ถ003,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
238,คุณวิรุฬห์,ทวีชัย,ท042,นครศรีธรรมราช,นครศรีธรรมราช
239,คุณวิรุฬห์,ทักษิณสตีล,ท052,ตรัง,ตรัง
240,คุณวิรุฬห์,ไทยพานิช,ท051,สงขลา,สงขลา
241,คุณอรญา,ไทโยแปซิฟิก จำกัด,ท1061,กทม.,กรุงเทพมหานคร
242,คุณวิรุฬห์,บรรหารค้าวัสดุ,บ022,ระนอง,ระนอง
243,คุณวิรุฬห์,บางกุ้งเกษตรภัณฑ์(2548),บ0163,สุราษฎร์ธานี,สุราษฎร์ธานี
244,คุณวิรุฬห์,บางใหญ่เกษตรภัณฑ์,บ019,สุราษฎร์ธานี,สุราษฎร์ธานี
245,คุณวิรุฬห์,บ้านในเกษตรภัณฑ์,บ021,สุราษฎร์ธานี,สุราษฎร์ธานี
246,คุณวิรุฬห์,บำรุงพานิช,บ003,เพชรบุรี,เพชรบุรี
247,คุณวิรุฬห์,บี บ้านบึง,บ024,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
248,คุณวิรุฬห์,บุญสมเคมีเกษตร,บ017,สงขลา,สงขลา
249,คุณวิรุฬห์,แบงก์แบตเตอรี่ 2,บ018,ชุมพร,ชุมพร
250,คุณวิรุฬห์,ป.เกษตรภัณฑ์ (ชุมพร),ป014,ชุมพร,ชุมพร
251,คุณวิรุฬห์,ป.อุดม,ป023,สุราษฎร์ธานี,สุราษฎร์ธานี
252,คุณวิรุฬห์,ประพันธ์อะไหล่,ป020,พังงา,พังงา
253,คุณวิรุฬห์,ปากเหมืองรุ่งเรืองกิจ,ป034,นครศรีธรรมราช,นครศรีธรรมราช
254,คุณอรญา,ปึงไท้เชียง,ป044,กทม.,กรุงเทพมหานคร
255,คุณวิรุฬห์,ผาณิตาการเกษตร,ผ002,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์
256,คุณวิรุฬห์,พระรักษ์การเกษตร,พ113,ชุมพร,ชุมพร
257,คุณวิรุฬห์,พัฒนกิจ,พ040,ระนอง,ระนอง
258,คุณวิรุฬห์,พัฒนาเกษตรกล,พ036,ตรัง,ตรัง
259,คุณวิรุฬห์,พิชัยโลหะภัณฑ์,พ107,พัทลุง,พัทลุง
260,คุณวิรุฬห์,ไพโรจน์พานิช,พ015,สุราษฎร์ธานี,สุราษฎร์ธานี
261,คุณวิรุฬห์,ภาคใต้การเกษตร,ภ004,ชุมพร,ชุมพร
262,คุณวิรุฬห์,มานิตย์ระนองการเกษตร จำกัด,ม0162,ระนอง,ระนอง
263,คุณวิรุฬห์,มิตรเกษตร(ระนอง) /ม030,ม030,ระนอง,ระนอง
264,คุณวิรุฬห์,เม้งเกษตรเคมีภัณฑ์,ม018,ตรัง,ตรัง
265,คุณวิรุฬห์,เมษารุ่งเรือง,ม059,สตูล,สตูล
266,คุณวิรุฬห์,เมืองไทย(คลองแงะ),ม028,สงขลา,สงขลา
267,คุณวิรุฬห์,ยงนำ หาดใหญ่ฮาร์ดแวร์,ย005,สงขลา,สงขลา
